ID,images,time origin,amplitude,time delays,magnifications,redshift,noise level
337,3,55000.0,0.0656,[ 0.   14.32 22.64],[1.69 1.4  1.62],1.2028,0.0595
338,4,55000.0,0.0522,[ 0.   12.3  21.49 34.72],[1.69 1.18 1.52 1.89],1.1607,0.1341
339,4,55000.0,0.0499,[ 0.   10.15 15.27 28.19],[1.62 1.75 1.22 1.52],1.4669,0.1653
340,1,55000.0,0.0993,[0],[1.31],1.5699,0.19
341,1,55000.0,0.0354,[0],[1.52],1.4786,0.1612
342,3,55000.0,0.0062,[ 0.   14.28 25.68],[1.17 1.13 1.22],1.214,0.0196
343,1,55000.0,0.0284,[0],[1.51],1.7028,0.0552
344,1,55000.0,0.0149,[0],[1.74],1.4062,0.0708
345,3,55000.0,0.0841,[ 0.   14.12 24.23],[1.93 1.3  1.76],1.3585,0.1822
346,1,55000.0,0.0987,[0],[1.85],1.3462,0.0867
347,3,55000.0,0.0462,[ 0.    8.97 19.17],[1.25 1.09 1.28],1.4637,0.1497
348,1,55000.0,0.0962,[0],[1.46],1.2275,0.0988
349,3,55000.0,0.0589,[ 0.    9.88 20.04],[1.86 1.05 1.5 ],1.6303,0.0845
350,1,55000.0,0.1,[0],[1.44],1.1654,0.0775
351,4,55000.0,0.004,[ 0.    9.44 19.26 31.61],[1.95 1.99 1.9  1.07],1.2255,0.0121
352,1,55000.0,0.0743,[0],[1.39],1.5036,0.09
353,2,55000.0,0.0436,[0.   5.83],[1.4  1.73],1.6442,0.0237
354,1,55000.0,0.0115,[0],[1.75],1.7709,0.188
355,1,55000.0,0.0976,[0],[1.81],1.1178,0.1458
356,3,55000.0,0.0752,[ 0.   10.8  24.14],[1.55 1.92 1.92],1.7421,0.0687
357,1,55000.0,0.08,[0],[1.95],1.7687,0.0179
358,1,55000.0,0.0099,[0],[1.14],1.9653,0.1466
359,3,55000.0,0.0298,[ 0.   11.24 25.05],[1.99 1.24 1.35],1.7288,0.1918
360,1,55000.0,0.0471,[0],[1.85],1.263,0.1762
361,1,55000.0,0.0637,[0],[1.92],1.1016,0.1422
362,3,55000.0,0.0219,[ 0.    7.02 17.3 ],[1.67 1.12 1.7 ],1.1278,0.1661
363,4,55000.0,0.0763,[ 0.    8.37 18.88 32.24],[1.96 1.29 1.29 1.46],1.3554,0.1607
364,4,55000.0,0.0527,[ 0.    9.03 14.69 25.38],[1.16 1.82 1.64 1.23],1.1533,0.1879
365,2,55000.0,0.0284,[0.   7.64],[1.92 1.29],1.4918,0.1882
366,1,55000.0,0.0383,[0],[1.46],1.8344,0.0413
367,3,55000.0,0.0198,[ 0.   14.02 27.07],[1.92 1.56 1.82],1.5242,0.03
368,3,55000.0,0.081,[ 0.    7.07 17.64],[1.09 1.48 1.71],1.6141,0.1164
369,1,55000.0,0.0848,[0],[1.56],1.7086,0.0124
370,2,55000.0,0.0677,[0.   6.31],[1.06 1.16],1.2969,0.1888
371,1,55000.0,0.0944,[0],[1.84],1.5459,0.0716
372,2,55000.0,0.0533,[0.   9.89],[1.77 1.28],1.789,0.1185
373,1,55000.0,0.058,[0],[1.95],1.0873,0.127
374,4,55000.0,0.0374,[ 0.   12.02 23.47 36.97],[1.83 1.19 1.76 1.8 ],1.5692,0.1565
375,4,55000.0,0.0502,[ 0.   13.32 21.56 31.37],[1.82 1.94 1.99 1.02],1.8718,0.1094
376,4,55000.0,0.0242,[ 0.    6.14 13.01 26.36],[1.35 1.27 1.01 1.74],1.879,0.1073
377,1,55000.0,0.0009,[0],[1.55],1.0607,0.0504
378,4,55000.0,0.0275,[ 0.    7.06 21.55 28.03],[1.48 1.99 1.81 1.2 ],1.5189,0.0753
379,1,55000.0,0.0518,[0],[1.43],1.0953,0.1162
380,1,55000.0,0.0744,[0],[1.46],1.3351,0.1996
381,1,55000.0,0.0439,[0],[1.53],1.7273,0.1837
382,4,55000.0,0.0824,[ 0.    9.64 21.73 29.27],[1.86 1.34 1.87 1.4 ],1.2797,0.1373
383,2,55000.0,0.0999,[0.   7.58],[1.03 1.97],1.3647,0.0513
384,1,55000.0,0.0673,[0],[1.72],1.0843,0.0186
385,1,55000.0,0.0183,[0],[1.62],1.7306,0.053
386,1,55000.0,0.0667,[0],[1.3],1.8766,0.022
387,1,55000.0,0.0673,[0],[1.07],1.2024,0.1334
388,4,55000.0,0.0121,[ 0.    8.95 17.53 27.71],[1.11 1.13 1.39 1.9 ],1.5262,0.0327
389,1,55000.0,0.0447,[0],[1.63],1.6375,0.0913
390,4,55000.0,0.0481,[ 0.   13.28 23.84 29.25],[1.61 1.73 1.76 1.92],1.8656,0.0764
391,1,55000.0,0.0071,[0],[1.03],1.9498,0.0597
392,4,55000.0,0.0121,[ 0.    7.1  15.99 22.94],[1.76 1.47 1.25 1.25],1.0911,0.1988
393,2,55000.0,0.0831,[0.   6.16],[1.54 1.06],1.6903,0.0574
394,1,55000.0,0.0889,[0],[1.87],1.2852,0.1884
395,1,55000.0,0.0649,[0],[1.17],1.4871,0.0009
396,3,55000.0,0.008,[ 0.    9.52 21.31],[1.54 1.63 1.26],1.8943,0.1585
397,1,55000.0,0.0436,[0],[1.4],1.5724,0.0877
398,1,55000.0,0.0446,[0],[1.64],1.8587,0.1265
399,1,55000.0,0.0384,[0],[1.86],1.8331,0.0614
400,4,55000.0,0.0161,[ 0.    9.69 22.97 29.72],[1.51 1.09 1.65 1.29],1.6885,0.0971
401,1,55000.0,0.0878,[0],[1.31],1.3775,0.0886
402,1,55000.0,0.0395,[0],[1.21],1.9432,0.0479
403,1,55000.0,0.0636,[0],[1.29],1.2568,0.0352
404,1,55000.0,0.0244,[0],[1.1],1.2968,0.0718
405,1,55000.0,0.009,[0],[1.24],1.6797,0.0171
406,2,55000.0,0.0137,[ 0.   14.51],[1.79 1.17],1.5082,0.0295
407,1,55000.0,0.0395,[0],[1.97],1.4805,0.0545
408,2,55000.0,0.0865,[0.   8.09],[1.04 1.39],1.8291,0.1418
409,1,55000.0,0.0508,[0],[1.24],1.824,0.0629
410,1,55000.0,0.0719,[0],[1.51],1.2034,0.1074
411,1,55000.0,0.0778,[0],[1.09],1.335,0.087
412,2,55000.0,0.015,[0.   6.49],[1.07 1.14],1.0946,0.0164
413,1,55000.0,0.0543,[0],[1.53],1.9212,0.1343
414,3,55000.0,0.0339,[ 0.   10.74 20.62],[1.16 1.52 1.96],1.2952,0.1511
415,2,55000.0,0.0311,[ 0.   12.05],[1.52 1.14],1.8939,0.0127
416,4,55000.0,0.028,[ 0.    6.15 11.5  23.36],[1.46 1.63 1.38 1.8 ],1.7813,0.0203
417,1,55000.0,0.0013,[0],[1.96],1.7932,0.1718
418,4,55000.0,0.0459,[ 0.    8.07 22.52 35.62],[1.44 1.8  1.62 1.19],1.9235,0.0208
419,3,55000.0,0.0182,[ 0.   11.87 19.83],[1.62 1.93 1.63],1.0234,0.1654
420,2,55000.0,0.067,[ 0.   10.64],[1.93 1.87],1.7983,0.1297
421,1,55000.0,0.0278,[0],[1.57],1.6038,0.1376
422,4,55000.0,0.0851,[ 0.   11.99 21.74 27.09],[1.43 1.33 1.79 1.69],1.965,0.0352
423,1,55000.0,0.0358,[0],[1.75],1.2319,0.1951
424,4,55000.0,0.0035,[ 0.   13.28 26.04 36.93],[1.74 1.26 1.25 1.15],1.5214,0.1148
425,1,55000.0,0.0407,[0],[1.27],1.6961,0.0858
426,2,55000.0,0.0491,[0.   6.83],[1.   1.91],1.7912,0.1944
427,1,55000.0,0.0142,[0],[1.85],1.4011,0.0851
428,1,55000.0,0.082,[0],[1.91],1.6129,0.0941
429,2,55000.0,0.066,[ 0.   12.27],[1.4  1.34],1.3702,0.142
430,1,55000.0,0.0582,[0],[1.62],1.8289,0.0431
431,4,55000.0,0.0543,[ 0.   14.71 20.53 31.32],[1.31 1.01 1.88 1.7 ],1.5125,0.064
432,3,55000.0,0.0286,[ 0.    9.43 20.52],[1.8  1.41 1.95],1.6265,0.123
433,3,55000.0,0.0298,[ 0.    9.63 19.43],[1.41 1.27 1.33],1.0181,0.0295
434,4,55000.0,0.0896,[ 0.    8.98 23.25 33.24],[1.74 2.   1.31 1.31],1.5982,0.1238
435,2,55000.0,0.0313,[ 0.   12.91],[1.52 1.12],1.4791,0.0324
436,1,55000.0,0.0363,[0],[1.21],1.8378,0.1529
437,2,55000.0,0.0385,[0.   5.84],[1.82 1.52],1.7475,0.0878
438,1,55000.0,0.0209,[0],[1.93],1.6474,0.0367
439,1,55000.0,0.0197,[0],[1.35],1.4242,0.0479
440,1,55000.0,0.053,[0],[1.53],1.7085,0.0703
441,3,55000.0,0.0033,[ 0.    9.45 18.12],[1.66 1.32 1.98],1.5677,0.0074
442,3,55000.0,0.005,[ 0.   10.23 22.25],[1.74 1.66 1.48],1.2171,0.0828
443,1,55000.0,0.0446,[0],[1.42],1.2819,0.1592
444,1,55000.0,0.0766,[0],[1.51],1.7527,0.1986
445,4,55000.0,0.0133,[ 0.   11.71 23.12 35.97],[1.8  1.96 1.19 1.95],1.3737,0.059
446,1,55000.0,0.0733,[0],[1.45],1.9725,0.0051
447,1,55000.0,0.0323,[0],[1.33],1.7306,0.1912
448,4,55000.0,0.0455,[ 0.   12.64 27.6  32.64],[1.32 1.39 1.52 1.68],1.8591,0.0101
449,1,55000.0,0.096,[0],[1.02],1.7939,0.0144
450,1,55000.0,0.0067,[0],[1.08],1.9717,0.1529
451,1,55000.0,0.052,[0],[1.79],1.8736,0.1121
452,1,55000.0,0.0713,[0],[1.98],1.9537,0.1908
453,1,55000.0,0.0946,[0],[1.65],1.1171,0.0019
454,1,55000.0,0.0595,[0],[1.46],1.9874,0.0512
455,4,55000.0,0.0458,[ 0.    9.12 14.56 29.41],[1.99 1.81 1.11 1.46],1.1042,0.013
456,3,55000.0,0.0994,[ 0.    9.59 15.28],[1.93 1.4  1.04],1.3156,0.172
457,1,55000.0,0.014,[0],[1.33],1.2978,0.0809
458,1,55000.0,0.0257,[0],[1.93],1.4839,0.1828
459,1,55000.0,0.0022,[0],[1.42],1.2033,0.0977
460,1,55000.0,0.0247,[0],[1.15],1.1085,0.1526
461,1,55000.0,0.0175,[0],[1.93],1.253,0.1217
462,3,55000.0,0.0951,[ 0.   11.42 16.78],[1.75 1.66 1.65],1.7058,0.1381
463,3,55000.0,0.0652,[ 0.    6.36 16.93],[1.55 1.68 1.89],1.2178,0.1009
464,2,55000.0,0.0776,[0.   8.76],[1.01 1.68],1.7568,0.0515
465,3,55000.0,0.0531,[ 0.   10.44 15.79],[1.4  1.35 1.83],1.0736,0.0224
466,1,55000.0,0.0118,[0],[1.77],1.012,0.1119
467,4,55000.0,0.0394,[ 0.    6.65 19.89 28.12],[1.04 1.63 1.07 1.1 ],1.2112,0.1669
468,2,55000.0,0.0499,[0.   8.43],[1.78 1.85],1.5936,0.146
469,3,55000.0,0.0658,[ 0.    5.71 16.34],[1.84 1.22 1.16],1.9381,0.051
470,3,55000.0,0.0343,[ 0.    9.42 17.9 ],[1.39 1.57 1.8 ],1.7052,0.0493
471,1,55000.0,0.0574,[0],[1.27],1.1496,0.002
472,1,55000.0,0.0381,[0],[1.8],1.997,0.1651
473,3,55000.0,0.0676,[ 0.    7.44 12.54],[1.88 1.28 1.84],1.5051,0.1702
474,1,55000.0,0.0439,[0],[1.76],1.5045,0.0481
475,1,55000.0,0.0426,[0],[1.03],1.4274,0.021
476,1,55000.0,0.0251,[0],[1.95],1.2682,0.0827
477,1,55000.0,0.0285,[0],[1.07],1.9541,0.1971
478,1,55000.0,0.0794,[0],[1.21],1.3401,0.0484
479,3,55000.0,0.0414,[ 0.   11.68 17.5 ],[1.64 1.23 1.54],1.5524,0.0069
480,1,55000.0,0.0446,[0],[1.62],1.7837,0.0698
481,3,55000.0,0.0504,[ 0.    9.54 19.14],[1.23 1.74 1.03],1.1504,0.1654
482,1,55000.0,0.06,[0],[1.95],1.7156,0.093
483,4,55000.0,0.0752,[ 0.   11.17 23.93 31.18],[1.81 1.17 1.27 1.37],1.9554,0.07
484,1,55000.0,0.02,[0],[1.17],1.1801,0.0229
485,2,55000.0,0.0568,[0.   9.85],[1.17 1.76],1.3182,0.0109
486,2,55000.0,0.0857,[0.   7.17],[1.81 1.91],1.7721,0.1306
487,3,55000.0,0.0684,[ 0.   14.1  20.36],[1.28 1.75 1.34],1.5757,0.1863
488,1,55000.0,0.0701,[0],[1.29],1.3907,0.167
489,2,55000.0,0.051,[ 0.   13.01],[1.38 1.82],1.5147,0.0867
490,3,55000.0,0.0289,[ 0.    7.64 19.41],[1.85 1.84 1.42],1.1871,0.1726
491,1,55000.0,0.0018,[0],[1.2],1.7722,0.0737
492,3,55000.0,0.0937,[ 0.    5.1  16.62],[1.24 1.01 1.3 ],1.9547,0.0236
493,1,55000.0,0.0102,[0],[1.08],1.3023,0.0284
494,1,55000.0,0.049,[0],[1.11],1.2281,0.0188
495,1,55000.0,0.0313,[0],[1.53],1.9671,0.0279
496,4,55000.0,0.0587,[ 0.    5.21 18.08 25.9 ],[1.57 1.06 1.75 1.79],1.4408,0.1876
497,1,55000.0,0.0808,[0],[1.81],1.7571,0.0797
498,1,55000.0,0.0143,[0],[1.24],1.1229,0.0998
499,4,55000.0,0.0005,[ 0.   13.83 26.47 33.65],[1.93 1.41 1.62 1.26],1.6754,0.1814
500,2,55000.0,0.0368,[0.   9.98],[1.49 1.22],1.735,0.0587
501,1,55000.0,0.0281,[0],[1.96],1.2788,0.0369
502,1,55000.0,0.0422,[0],[1.89],1.9748,0.0096
503,1,55000.0,0.015,[0],[1.9],1.7784,0.0974
504,1,55000.0,0.0202,[0],[1.81],1.1051,0.1008
505,3,55000.0,0.0761,[ 0.   14.34 27.92],[1.66 1.05 1.14],1.9843,0.1756
506,2,55000.0,0.0542,[0.   7.95],[1.54 1.22],1.9624,0.0305
507,2,55000.0,0.0606,[ 0.   14.68],[1.5  1.71],1.8868,0.1462
508,1,55000.0,0.01,[0],[1.61],1.253,0.0451
509,1,55000.0,0.0317,[0],[1.26],1.5474,0.1737
510,1,55000.0,0.0505,[0],[1.32],1.5363,0.0642
511,3,55000.0,0.097,[ 0.   13.8  25.54],[1.75 1.4  1.42],1.4793,0.1158
512,2,55000.0,0.0367,[0.   8.45],[1.88 1.37],1.2662,0.1584
513,1,55000.0,0.011,[0],[1.47],1.0093,0.1471
514,2,55000.0,0.0074,[0.   6.72],[1.62 1.55],1.9463,0.1896
515,1,55000.0,0.0889,[0],[1.14],1.8119,0.0461
516,3,55000.0,0.0177,[ 0.    5.96 18.78],[1.86 1.19 1.11],1.8391,0.0035
517,2,55000.0,0.0234,[ 0. 11.],[1.47 1.25],1.3034,0.1655
518,3,55000.0,0.0928,[ 0.    9.75 23.17],[1.35 1.01 1.05],1.7507,0.0633
519,1,55000.0,0.0941,[0],[1.66],1.5776,0.0185
520,2,55000.0,0.0902,[ 0.   10.27],[1.89 1.96],1.0711,0.0762
521,4,55000.0,0.0837,[ 0.    6.31 14.79 27.63],[1.51 1.63 1.1  1.83],1.7969,0.0203
522,2,55000.0,0.0359,[0.  6.4],[1.32 1.49],1.2534,0.1403
523,1,55000.0,0.0745,[0],[1.63],1.1566,0.1726
524,1,55000.0,0.0656,[0],[1.14],1.1408,0.0839
525,1,55000.0,0.0828,[0],[1.32],1.734,0.1614
526,1,55000.0,0.0819,[0],[1.39],1.7645,0.0983
527,1,55000.0,0.0064,[0],[1.42],1.0559,0.1435
528,4,55000.0,0.0415,[ 0.    5.24 10.82 19.96],[1.06 1.12 1.22 1.98],1.5601,0.1043
529,1,55000.0,0.0034,[0],[1.94],1.9002,0.1278
530,1,55000.0,0.0739,[0],[1.12],1.2209,0.0314
531,2,55000.0,0.0792,[ 0.   14.91],[1.1  1.49],1.7075,0.0162
532,1,55000.0,0.0774,[0],[1.06],1.4118,0.1931
533,2,55000.0,0.071,[ 0.   12.65],[1.09 1.98],1.7882,0.1733
534,1,55000.0,0.0011,[0],[1.28],1.768,0.1033
535,1,55000.0,0.0019,[0],[1.09],1.2591,0.0526
536,1,55000.0,0.0379,[0],[1.21],1.8186,0.1981
537,3,55000.0,0.0172,[ 0.   11.7  24.17],[1.25 1.35 1.51],1.3188,0.0263
538,1,55000.0,0.0579,[0],[1.34],1.7132,0.122
539,1,55000.0,0.0831,[0],[1.88],1.5055,0.0357
540,1,55000.0,0.0696,[0],[1.15],1.2233,0.0766
541,1,55000.0,0.0707,[0],[1.59],1.5572,0.1199
542,1,55000.0,0.0773,[0],[1.43],1.6566,0.1178
543,2,55000.0,0.0044,[0.   6.41],[1.44 1.8 ],1.4262,0.0267
544,4,55000.0,0.0034,[ 0.    6.95 14.95 24.37],[1.12 1.43 1.49 1.26],1.477,0.05
545,2,55000.0,0.0135,[ 0.   14.58],[1.18 1.14],1.7318,0.0103
546,1,55000.0,0.0468,[0],[1.61],1.5002,0.1092
547,3,55000.0,0.03,[ 0.    8.85 22.34],[1.37 1.35 1.8 ],1.0385,0.0706
548,1,55000.0,0.0912,[0],[1.01],1.0978,0.1536
549,1,55000.0,0.0569,[0],[1.42],1.946,0.173
550,3,55000.0,0.017,[ 0.   14.49 21.67],[1.57 1.57 1.69],1.6989,0.0006
551,1,55000.0,0.0516,[0],[1.17],1.982,0.1808
552,3,55000.0,0.0995,[ 0.   12.62 17.94],[1.55 1.09 1.22],1.3908,0.1472
553,1,55000.0,0.0098,[0],[1.14],1.3899,0.1807
554,1,55000.0,0.0287,[0],[1.72],1.6527,0.0609
555,2,55000.0,0.0569,[ 0.   10.42],[1.27 1.05],1.0406,0.0693
556,4,55000.0,0.0299,[ 0.   10.47 21.35 27.56],[1.26 1.72 1.56 1.66],1.6644,0.054
557,4,55000.0,0.0385,[ 0.    6.1  12.93 20.89],[1.3  1.9  1.07 1.74],1.6676,0.0461
558,3,55000.0,0.055,[ 0.    9.43 24.14],[1.16 1.06 1.19],1.9345,0.0928
559,1,55000.0,0.0226,[0],[1.53],1.3155,0.1202
560,1,55000.0,0.0524,[0],[1.18],1.0544,0.0238
561,1,55000.0,0.0984,[0],[1.46],1.9384,0.105
562,4,55000.0,0.0565,[ 0.    8.81 19.54 29.31],[1.69 1.   1.59 1.45],1.1754,0.0906
563,1,55000.0,0.0528,[0],[1.98],1.9362,0.0145
564,1,55000.0,0.071,[0],[1.78],1.3905,0.1308
565,2,55000.0,0.0564,[0.   7.42],[1.72 1.89],1.0284,0.174
566,1,55000.0,0.0588,[0],[1.1],1.8589,0.1235
567,1,55000.0,0.0425,[0],[1.43],1.1487,0.0224
568,1,55000.0,0.0121,[0],[2.],1.3766,0.1823
569,1,55000.0,0.0055,[0],[1.12],1.2611,0.1291
570,2,55000.0,0.0261,[0.   6.29],[1.39 1.76],1.8678,0.0316
571,3,55000.0,0.0555,[ 0.    8.49 21.35],[1.1  1.31 1.24],1.1274,0.0396
572,4,55000.0,0.0556,[ 0.   14.42 20.97 32.28],[1.1  1.63 1.6  1.01],1.441,0.0978
573,1,55000.0,0.0483,[0],[1.68],1.2665,0.039
574,3,55000.0,0.0308,[ 0.    7.21 22.12],[1.2  1.71 1.41],1.461,0.0284
575,1,55000.0,0.0111,[0],[1.27],1.3293,0.142
576,2,55000.0,0.071,[0.   6.92],[1.6  1.03],1.8177,0.1055
577,4,55000.0,0.0723,[ 0.    7.34 19.68 27.06],[1.35 1.69 1.46 1.41],1.7939,0.0154
578,4,55000.0,0.0827,[ 0.    6.48 19.09 30.49],[1.6  1.21 1.88 1.8 ],1.6418,0.007
579,1,55000.0,0.0278,[0],[1.84],1.6191,0.1332
580,3,55000.0,0.071,[ 0.    8.79 21.31],[1.2  1.64 1.42],1.9576,0.1275
581,2,55000.0,0.0751,[0.   9.45],[1.97 1.37],1.0875,0.1343
582,1,55000.0,0.0892,[0],[1.5],1.0728,0.0856
583,4,55000.0,0.0165,[ 0.    8.93 19.45 24.56],[1.55 1.37 1.86 1.83],1.5094,0.1184
584,1,55000.0,0.0778,[0],[1.38],1.8041,0.1565
585,1,55000.0,0.0336,[0],[1.75],1.5957,0.0005
586,1,55000.0,0.0981,[0],[1.23],1.8379,0.0592
587,3,55000.0,0.0116,[ 0.    8.68 17.98],[1.84 1.03 1.53],1.7973,0.1165
588,1,55000.0,0.0882,[0],[1.49],1.3654,0.1814
589,1,55000.0,0.0001,[0],[1.78],1.7178,0.1151
590,3,55000.0,0.0218,[ 0.    8.5  16.26],[1.51 1.83 1.17],1.1903,0.1333
591,4,55000.0,0.0707,[ 0.   11.06 25.96 32.93],[1.18 1.2  1.44 1.57],1.4149,0.0161
592,1,55000.0,0.0664,[0],[1.02],1.5874,0.1972
593,2,55000.0,0.0951,[ 0.   11.14],[1.63 1.37],1.8407,0.1081
594,4,55000.0,0.0278,[ 0.    9.66 15.95 21.64],[1.49 1.67 1.49 1.94],1.3733,0.0312
595,1,55000.0,0.0928,[0],[1.94],1.2993,0.0524
596,1,55000.0,0.0155,[0],[1.21],1.1697,0.0442
597,2,55000.0,0.0595,[ 0.  11.3],[1.49 1.64],1.1363,0.1369
598,1,55000.0,0.007,[0],[1.58],1.5545,0.1387
599,1,55000.0,0.0217,[0],[1.06],1.5174,0.1235
600,1,55000.0,0.0895,[0],[1.87],1.897,0.0495
601,4,55000.0,0.0411,[ 0.   12.17 18.83 28.39],[1.61 1.34 1.13 1.31],1.4941,0.1929
602,3,55000.0,0.0557,[ 0.   13.76 23.48],[1.53 1.66 1.38],1.5629,0.1793
603,1,55000.0,0.0326,[0],[1.82],1.2445,0.1524
604,1,55000.0,0.0981,[0],[1.53],1.9332,0.1439
605,3,55000.0,0.0074,[ 0.    7.22 18.61],[1.06 1.4  1.7 ],1.0642,0.1611
606,1,55000.0,0.071,[0],[1.47],1.6337,0.0202
607,4,55000.0,0.0249,[ 0.   14.78 24.21 30.47],[1.48 1.79 1.51 1.88],1.5988,0.0161
608,3,55000.0,0.0181,[ 0.   14.67 29.34],[1.64 1.84 1.71],1.4745,0.1015
609,3,55000.0,0.0067,[ 0.    5.79 17.47],[1.81 1.6  1.9 ],1.2908,0.1085
610,3,55000.0,0.0987,[ 0.   12.13 23.46],[1.19 1.26 1.19],1.951,0.1929
611,2,55000.0,0.0726,[0.   9.99],[1.7  1.35],1.8724,0.0753
612,4,55000.0,0.0762,[ 0.   13.22 19.75 31.55],[1.87 1.19 1.29 1.25],1.154,0.0681
613,1,55000.0,0.0871,[0],[1.38],1.8522,0.0553
614,2,55000.0,0.058,[ 0.   14.09],[1.17 1.71],1.7656,0.0592
615,4,55000.0,0.0712,[ 0.   10.05 23.09 35.85],[1.2  1.56 1.1  1.89],1.1231,0.1726
616,1,55000.0,0.0902,[0],[1.15],1.8012,0.1235
617,4,55000.0,0.0308,[ 0.    7.59 21.53 28.97],[1.89 1.45 1.21 1.86],1.7362,0.1721
618,1,55000.0,0.0163,[0],[1.08],1.619,0.078
619,3,55000.0,0.0166,[ 0.    8.93 17.05],[1.29 1.19 1.75],1.5518,0.1913
620,2,55000.0,0.072,[ 0.   13.32],[1.43 1.14],1.3821,0.0417
621,3,55000.0,0.0428,[ 0.    7.51 14.64],[1.53 1.49 1.22],1.7001,0.1859
622,1,55000.0,0.0193,[0],[1.18],1.6418,0.0584
623,3,55000.0,0.0277,[ 0.    6.51 19.55],[1.05 1.27 1.3 ],1.1258,0.1905
624,3,55000.0,0.0579,[ 0.    5.7  11.31],[1.77 1.51 1.31],1.0636,0.1999
625,1,55000.0,0.0226,[0],[1.88],1.3504,0.0479
626,1,55000.0,0.0069,[0],[1.16],1.4808,0.0187
627,2,55000.0,0.0593,[0.   8.14],[1.76 1.22],1.6053,0.0789
628,4,55000.0,0.0306,[ 0.    5.31 16.36 30.92],[1.15 1.83 1.58 1.78],1.58,0.1263
629,2,55000.0,0.0099,[0.   9.01],[1.87 1.57],1.0249,0.1572
630,3,55000.0,0.09,[ 0.   11.73 24.33],[1.54 1.65 1.02],1.055,0.0485
631,1,55000.0,0.0401,[0],[1.57],1.4942,0.0705
632,1,55000.0,0.0783,[0],[1.24],1.8414,0.0292
633,2,55000.0,0.0162,[0.   9.07],[1.59 1.83],1.0002,0.1493
634,4,55000.0,0.0777,[ 0.   12.23 18.42 29.15],[1.39 1.44 1.69 1.42],1.945,0.1078
635,1,55000.0,0.0597,[0],[1.31],1.8442,0.1995
636,3,55000.0,0.0158,[ 0.   14.85 26.7 ],[1.54 1.28 1.86],1.7854,0.0641
637,1,55000.0,0.0299,[0],[1.45],1.328,0.1714
638,1,55000.0,0.0928,[0],[1.96],1.268,0.1911
639,2,55000.0,0.03,[ 0.   13.22],[1.63 1.94],1.8262,0.0325
640,1,55000.0,0.0077,[0],[1.86],1.0101,0.0066
641,2,55000.0,0.0961,[0.   5.99],[1.75 1.01],1.9453,0.095
642,4,55000.0,0.0143,[ 0.   11.63 20.94 33.42],[1.63 1.37 1.72 1.48],1.9763,0.1173
643,1,55000.0,0.0238,[0],[1.2],1.3272,0.0296
644,4,55000.0,0.0114,[ 0.   10.59 20.41 32.52],[1.16 1.75 1.98 1.98],1.6794,0.1328
645,1,55000.0,0.05,[0],[1.24],1.1605,0.1987
646,1,55000.0,0.0639,[0],[1.64],1.7937,0.195
647,2,55000.0,0.099,[0.   5.75],[1.8  1.62],1.1697,0.0844
648,1,55000.0,0.0082,[0],[1.2],1.4911,0.1626
649,4,55000.0,0.0069,[ 0.   14.68 22.45 32.6 ],[1.94 1.97 1.5  1.11],1.6692,0.0186
650,2,55000.0,0.0489,[ 0.  12.4],[1.96 1.76],1.031,0.0856
651,4,55000.0,0.0716,[ 0.   10.3  17.33 28.59],[1.82 1.28 1.35 2.  ],1.2492,0.0837
652,2,55000.0,0.0734,[0.   6.36],[1.99 1.85],1.0175,0.1856
653,2,55000.0,0.0034,[ 0.   11.94],[1.04 1.99],1.0448,0.1829
654,3,55000.0,0.0992,[ 0.    7.57 13.38],[1.91 1.6  1.37],1.7173,0.0766
655,2,55000.0,0.0576,[ 0.   13.02],[1.75 1.39],1.3914,0.0133
656,4,55000.0,0.0663,[ 0.    6.29 18.99 24.83],[1.95 1.76 1.24 1.8 ],1.0939,0.0396
657,1,55000.0,0.0333,[0],[1.27],1.3594,0.015
658,1,55000.0,0.0334,[0],[1.84],1.4297,0.1526
659,1,55000.0,0.0839,[0],[1.1],1.9922,0.1473
660,1,55000.0,0.0354,[0],[1.22],1.0676,0.0616
661,4,55000.0,0.0398,[ 0.   12.04 26.64 39.53],[1.11 1.17 1.95 1.55],1.2778,0.0829
662,3,55000.0,0.0888,[ 0.   12.15 19.73],[1.89 1.26 1.24],1.6644,0.0527
663,1,55000.0,0.0381,[0],[1.07],1.2452,0.1784
664,4,55000.0,0.0064,[ 0.   10.26 22.25 34.77],[1.01 1.55 1.1  1.4 ],1.0308,0.1627
665,1,55000.0,0.0566,[0],[1.92],1.0688,0.1262
666,1,55000.0,0.0392,[0],[1.2],1.1639,0.0949
667,2,55000.0,0.0754,[0.   8.78],[1.45 1.11],1.7262,0.016
668,1,55000.0,0.0413,[0],[1.21],1.5886,0.1783
669,2,55000.0,0.0962,[0.   8.49],[1.75 1.11],1.8556,0.0906
670,1,55000.0,0.0659,[0],[1.52],1.5729,0.1353
671,2,55000.0,0.0763,[0.   7.48],[1.44 1.18],1.7285,0.0955
672,2,55000.0,0.0384,[ 0.   12.95],[1.21 1.27],1.4109,0.1648
673,2,55000.0,0.0899,[ 0.   14.07],[1.26 1.93],1.8971,0.0586
674,1,55000.0,0.085,[0],[1.89],1.8291,0.1936
675,1,55000.0,0.0476,[0],[1.28],1.4522,0.0316
676,3,55000.0,0.0046,[ 0.   10.27 23.25],[1.66 1.89 1.87],1.7808,0.0309
677,1,55000.0,0.0104,[0],[1.06],1.4976,0.011
